Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place
2025-09-22T00:00:04Z,236,29.939,84.4,54,72.9,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.0,2.26,6.96,0,2.09765625,3,187,06:50,19:00,2025-09-22 00:00:04.276972,Centro Direzionale
2025-09-22T00:00:15Z,236,29.939,84.4,54,72.8,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.0,2.26,6.96,0,2.09765625,3,187,06:50,19:00,2025-09-22 00:00:14.831969,Centro Direzionale
2025-09-22T00:00:25Z,236,29.939,84.4,54,72.9,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.0,2.26,6.96,0,2.09765625,3,187,06:50,19:00,2025-09-22 00:00:25.385967,Centro Direzionale
2025-09-22T00:00:36Z,236,29.939,84.4,54,72.9,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.0,2.26,6.96,0,2.09765625,3,187,06:50,19:00,2025-09-22 00:00:35.938971,Centro Direzionale
2025-09-22T00:00:46Z,236,29.94,84.3,54,72.8,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.986328125,6,45,06:50,19:00,2025-09-22 00:00:46.492980,Centro Direzionale
2025-09-22T00:00:57Z,236,29.94,84.3,54,72.8,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.986328125,6,45,06:50,19:00,2025-09-22 00:00:57.047932,Centro Direzionale
2025-09-22T00:01:07Z,236,29.94,84.3,54,72.8,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.986328125,6,45,06:50,19:00,2025-09-22 00:01:07.600967,Centro Direzionale
2025-09-22T00:01:18Z,236,29.94,84.3,54,72.8,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.986328125,6,45,06:50,19:00,2025-09-22 00:01:18.154975,Centro Direzionale
2025-09-22T00:01:28Z,236,29.94,84.3,54,72.8,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.986328125,6,45,06:50,19:00,2025-09-22 00:01:28.709972,Centro Direzionale
2025-09-22T00:01:39Z,236,29.94,84.3,54,72.8,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.55859375,6,45,06:50,19:00,2025-09-22 00:01:39.263969,Centro Direzionale
2025-09-22T00:01:50Z,236,29.94,84.3,54,72.8,0,0,27,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.55859375,6,45,06:50,19:00,2025-09-22 00:01:49.816974,Centro Direzionale
2025-09-22T00:02:00Z,236,29.94,84.3,54,72.8,0,0,28,82,0.0,0,0,0.0,2127-15-31,0.0,1.35,3.96,0.001,2.26,6.96,0,1.55859375,6,45,06:50,19:00,2025-09-22 00:02:00.371974,Centro Direzionale
