Datetime,place,hum,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,heat_index,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,temp,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,dew_point,pm_10,pm_2p5,wet_bulb
2025-07-20T00:00:08Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:00:18Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:00:29Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:00:39Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:00:49Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:00:59Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:01:09Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:01:20Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:01:30Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:01:40Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:01:50Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:02:01Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
2025-07-20T00:02:11Z,Centro Direzionale,61.6,18.306461,15.167369,23.808867,15.038915,84.0,18.798643,14.068843,17.285715,16.16,81.6,17.18116,19.047092,20.045794,25.355135,67.1,20.285715,20.2,70.5
