Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place
2025-02-08T00:00:02Z,0,30.271,71.6,39,53.3,7,10,36,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.0,0.55,2.16,0,1.3359375,8,4,08:06,18:29,2025-02-08 00:00:02.700574,Centro Direzionale
2025-02-08T00:00:13Z,0,30.271,71.6,39,53.4,11,10,28,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.0,0.55,2.16,0,1.3359375,8,4,08:06,18:29,2025-02-08 00:00:13.253556,Centro Direzionale
2025-02-08T00:00:24Z,0,30.271,71.6,39,53.4,10,10,11,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.0,0.55,2.16,0,1.3359375,8,4,08:06,18:29,2025-02-08 00:00:23.805523,Centro Direzionale
2025-02-08T00:00:34Z,0,30.271,71.6,39,53.4,11,10,17,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:00:34.514558,Centro Direzionale
2025-02-08T00:00:45Z,0,30.271,71.6,39,53.3,10,10,20,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:00:45.068564,Centro Direzionale
2025-02-08T00:00:55Z,0,30.271,71.6,39,53.4,9,10,19,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:00:55.622563,Centro Direzionale
2025-02-08T00:01:06Z,0,30.271,71.6,39,53.4,9,10,11,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:01:06.154411,Centro Direzionale
2025-02-08T00:01:16Z,0,30.271,71.6,39,53.3,10,10,14,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:01:16.707515,Centro Direzionale
2025-02-08T00:01:27Z,0,30.271,71.6,39,53.3,10,10,19,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.740234375,6,9,08:06,18:29,2025-02-08 00:01:27.260568,Centro Direzionale
2025-02-08T00:01:38Z,0,30.271,71.6,39,53.3,8,10,16,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:01:37.814570,Centro Direzionale
2025-02-08T00:01:48Z,0,30.271,71.6,39,53.3,6,10,32,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:01:48.368559,Centro Direzionale
2025-02-08T00:01:59Z,0,30.271,71.6,39,53.3,9,10,22,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:01:58.922550,Centro Direzionale
2025-02-08T00:02:09Z,0,30.271,71.6,39,53.3,11,10,15,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:02:09.477557,Centro Direzionale
2025-02-08T00:02:20Z,0,30.271,71.6,39,53.3,8,10,11,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:02:20.030563,Centro Direzionale
2025-02-08T00:02:30Z,0,30.271,71.6,39,53.3,9,10,21,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:02:30.585559,Centro Direzionale
2025-02-08T00:02:41Z,0,30.27,71.6,39,53.3,7,10,21,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.5,6,9,08:06,18:29,2025-02-08 00:02:41.139564,Centro Direzionale
2025-02-08T00:02:51Z,0,30.27,71.6,39,53.2,7,10,13,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.5,6,9,08:06,18:29,2025-02-08 00:02:51.693558,Centro Direzionale
2025-02-08T00:03:02Z,0,30.27,71.6,39,53.3,9,10,22,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.5,6,9,08:06,18:29,2025-02-08 00:03:02.246556,Centro Direzionale
2025-02-08T00:03:12Z,0,30.27,71.6,39,53.2,10,10,22,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.5,6,9,08:06,18:29,2025-02-08 00:03:12.794561,Centro Direzionale
2025-02-08T00:03:23Z,0,30.27,71.6,39,53.2,10,10,28,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.5,6,9,08:06,18:29,2025-02-08 00:03:23.348564,Centro Direzionale
2025-02-08T00:03:34Z,0,30.27,71.6,39,53.2,7,9,53,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:03:33.931561,Centro Direzionale
2025-02-08T00:03:44Z,0,30.27,71.6,39,53.2,10,9,36,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:03:44.484562,Centro Direzionale
2025-02-08T00:03:55Z,0,30.27,71.6,39,53.2,3,9,36,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:03:55.039559,Centro Direzionale
2025-02-08T00:04:05Z,0,30.27,71.6,39,53.3,6,9,34,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:04:05.623562,Centro Direzionale
2025-02-08T00:04:16Z,0,30.27,71.6,39,53.2,9,9,16,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:04:16.176559,Centro Direzionale
2025-02-08T00:04:26Z,0,30.27,71.6,39,53.3,10,9,38,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:04:26.722560,Centro Direzionale
2025-02-08T00:04:37Z,0,30.27,71.6,39,53.3,12,9,27,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:04:37.270555,Centro Direzionale
2025-02-08T00:04:48Z,0,30.27,71.6,39,53.3,11,9,43,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:04:47.825562,Centro Direzionale
2025-02-08T00:04:58Z,0,30.27,71.6,39,53.3,10,9,21,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:04:58.379568,Centro Direzionale
2025-02-08T00:05:09Z,0,30.27,71.6,39,53.3,11,9,5,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:05:08.932562,Centro Direzionale
2025-02-08T00:05:19Z,0,30.27,71.6,39,53.3,11,9,28,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:05:19.519560,Centro Direzionale
2025-02-08T00:05:30Z,0,30.27,71.6,39,53.3,10,9,23,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,2.642578125,6,9,08:06,18:29,2025-02-08 00:05:30.078453,Centro Direzionale
2025-02-08T00:05:40Z,0,30.271,71.6,39,53.3,12,9,12,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:05:40.632557,Centro Direzionale
2025-02-08T00:05:51Z,0,30.271,71.6,39,53.3,10,9,355,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:05:51.218550,Centro Direzionale
2025-02-08T00:06:01Z,0,30.271,71.6,39,53.4,14,9,31,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:06:01.771560,Centro Direzionale
2025-02-08T00:06:12Z,0,30.271,71.6,39,53.3,11,9,15,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:06:12.322565,Centro Direzionale
2025-02-08T00:06:23Z,0,30.271,71.6,39,53.3,12,9,34,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:06:22.877564,Centro Direzionale
2025-02-08T00:06:33Z,0,30.271,71.6,39,53.3,12,9,17,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.3359375,6,9,08:06,18:29,2025-02-08 00:06:33.432580,Centro Direzionale
2025-02-08T00:06:44Z,0,30.271,71.6,39,53.4,12,9,25,67,0.0,0,0,0.0,2127-15-31,0.0,0.0,3.71,0.002,0.55,2.16,0,1.330078125,6,9,08:06,18:29,2025-02-08 00:06:43.985562,Centro Direzionale
