Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place,hum,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,heat_index,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,temp,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,dew_point,pm_10,pm_2p5,wet_bulb
2025-07-26T00:00:09Z,20,29.777,87.5,61,83.9,14,19,256,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,1.611328125,2,147,06:02,20:27,2025-07-26 00:00:09.194558,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:00:19Z,20,29.776,87.5,61,83.9,13,18,259,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:00:19.748545,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:00:31Z,20,29.776,87.5,61,83.9,13,18,261,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:00:30.823549,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:00:41Z,20,29.776,87.5,61,83.9,14,18,259,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:00:41.377533,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:00:52Z,20,29.776,87.5,61,83.9,14,18,259,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:00:51.926559,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:02Z,20,29.776,87.5,61,83.9,12,18,264,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:02.473508,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:13Z,20,29.776,87.5,61,83.9,11,18,260,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:13.027555,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:23Z,20,29.775,87.5,61,83.9,13,17,261,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:23.580548,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:34Z,20,29.775,87.5,61,83.9,13,17,263,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:34.130545,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:44Z,20,29.775,87.5,61,83.8,11,17,262,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:44.684557,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:01:55Z,20,29.775,87.5,61,83.8,11,17,263,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:01:55.236538,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
2025-07-26T00:02:05Z,20,29.775,87.5,61,83.8,10,17,262,78,0.0,255,32767,0.0,2127-15-31,0.0,0.12,27.44,0.0,0.0,0.0,0,0.76171875,2,147,06:02,20:27,2025-07-26 00:02:05.790546,Castel Volturno,78.2,10.314693,11.36394,15.819645,17.995886,93.3,10.797532,9.828774,7.4428573,13.928571,83.9,8.831605,26.366076,12.546244,18.201729,76.3,9.785714,8.357142,78.0
