Datetime,place,hum,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,heat_index,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,temp,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,dew_point,pm_10,pm_2p5,wet_bulb
2025-12-29T00:00:03Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:00:17Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:00:28Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:00:38Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:00:48Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:00:58Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:01:09Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:01:19Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:01:29Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:01:39Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:01:49Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:00Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:10Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:20Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:30Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:40Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:02:51Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:01Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:11Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:21Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:32Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:42Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:03:52Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:04:02Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:04:12Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:04:23Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:04:33Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
2025-12-29T00:04:43Z,Marina di Stabia,33.3,57.719807,35.9263,43.998783,65.57034,71.5,45.570347,31.426662,29.956522,60.52174,73.3,47.63631,63.998783,54.857998,52.5426,42.7,47.942028,40.52174,51.0
