Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,pm_10,pm_2p5
2025-12-21T00:00:01Z,0,29.849,65.3,56,51.4,3,4,14,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:01.702188,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:00:12Z,0,29.849,65.3,56,51.4,5,4,13,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:12.257198,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:00:23Z,0,29.849,65.3,56,51.4,2,4,96,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:22.806195,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:00:33Z,0,29.849,65.3,56,51.4,2,4,350,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:33.360197,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:00:44Z,0,29.849,65.3,56,51.4,7,4,40,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:43.914195,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:00:54Z,0,29.849,65.3,56,51.4,3,4,79,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.7265625,6,45,07:16,16:51,2025-12-21 00:00:54.459196,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:01:05Z,0,29.851,65.3,56,51.4,1,4,36,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.9375,6,45,07:16,16:51,2025-12-21 00:01:05.043185,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:01:15Z,0,29.851,65.3,56,51.4,2,4,63,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.9375,6,45,07:16,16:51,2025-12-21 00:01:15.597187,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:01:26Z,0,29.851,65.3,56,51.4,1,4,63,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.9375,6,45,07:16,16:51,2025-12-21 00:01:26.151151,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
2025-12-21T00:01:36Z,0,29.851,65.3,56,51.4,3,4,33,80,0.0,255,32767,0.0,2127-15-31,0.0,0.49,50.37,0.0,0.0,0.0,0,0.9375,6,45,07:16,16:51,2025-12-21 00:01:36.705156,Castel Volturno,23.122871,15.830181,22.679605,35.168415,21.10105,13.902892,18.014492,39.420288,20.634035,37.799343,23.646929,25.416103,24.347826,23.652174
