Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,pm_10,pm_2p5
2025-12-23T00:00:03Z,0,29.756,66.6,59,55.9,5,3,86,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:02.847159,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:00:13Z,0,29.756,66.6,59,55.9,4,3,78,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:13.401188,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:00:24Z,0,29.756,66.6,59,55.9,2,3,94,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:23.957193,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:00:34Z,0,29.756,66.6,59,55.9,3,3,82,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:34.511158,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:00:45Z,0,29.756,66.6,59,55.9,3,3,88,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:45.065192,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:00:55Z,0,29.756,66.6,59,55.9,3,3,94,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.732421875,3,192,07:17,16:52,2025-12-23 00:00:55.619231,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:01:06Z,0,29.754,66.6,59,55.9,2,3,103,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:06.173197,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:01:16Z,0,29.754,66.6,59,55.9,3,3,84,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:16.727197,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:01:27Z,0,29.754,66.6,59,55.9,3,3,98,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:27.281194,Castel Volturno,74.636185,33.642784,61.85237,79.08502,63.987053,29.292934,39.985073,74.62686,65.18199,78.114716,73.60195,72.56006,68.402985,54.626865
2025-12-23T00:01:38Z,0,29.754,66.6,59,55.9,3,3,13,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:37.832197,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
2025-12-23T00:01:49Z,0,29.754,66.6,59,55.9,3,3,82,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:48.876199,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
2025-12-23T00:01:59Z,0,29.754,66.6,59,55.9,5,3,86,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,0.99609375,3,192,07:17,16:52,2025-12-23 00:01:59.430216,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
2025-12-23T00:02:10Z,0,29.754,66.7,59,55.9,3,4,95,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,1.48828125,3,192,07:17,16:52,2025-12-23 00:02:09.984213,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
2025-12-23T00:02:20Z,0,29.754,66.7,59,55.9,3,4,55,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,1.48828125,3,192,07:17,16:52,2025-12-23 00:02:20.569195,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
2025-12-23T00:02:31Z,0,29.754,66.7,59,55.9,3,4,71,80,0.0,255,32767,0.0,2127-15-31,0.01,0.5,50.38,0.0,0.0,0.0,0,1.48828125,3,192,07:17,16:52,2025-12-23 00:02:31.123217,Castel Volturno,73.49156,34.142994,59.3146,78.43717,62.561783,29.67007,39.867645,75.16043,63.392365,76.96118,72.69087,70.773254,68.29412,55.35294
