Datetime,BarTrend,Barometer,TempIn,HumIn,TempOut,WindSpeed,WindSpeed10Min,WindDir,HumOut,RainRate,UV,SolarRad,RainStorm,StormStartDate,RainDay,RainMonth,RainYear,ETDay,ETMonth,ETYear,BatteryStatus,BatteryVolts,ForecastIcon,ForecastRuleNo,SunRise,SunSet,DatetimeWS,place,hum,pm_10_3_hour,pm_10_24_hour,pm_2p5_1_hour,aqi_nowcast_val,heat_index,pm_2p5_nowcast,pm_2p5_24_hour,pm_1,aqi_val,temp,pm_2p5_3_hour,aqi_1_hour_val,pm_10_nowcast,pm_10_1_hour,dew_point,pm_10,pm_2p5,wet_bulb
2025-12-09T00:00:06Z,0,30.195,67.9,45,53.3,5,4,11,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.0,0.31,12.56,0,1.41796875,6,44,08:16,17:35,2025-12-09 00:00:06.143943,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:00:16Z,0,30.195,67.9,45,53.3,5,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.0,0.31,12.56,0,1.41796875,6,44,08:16,17:35,2025-12-09 00:00:16.698993,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:00:27Z,0,30.195,67.9,45,53.4,4,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.0,0.31,12.56,0,1.41796875,6,44,08:16,17:35,2025-12-09 00:00:27.252983,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:00:38Z,0,30.194,67.9,45,53.3,5,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:00:37.806979,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:00:48Z,0,30.194,67.9,45,53.4,3,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:00:48.356980,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:00:59Z,0,30.194,67.9,45,53.4,4,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:00:58.910989,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:01:09Z,0,30.194,67.9,45,53.4,2,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:01:09.465982,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:01:20Z,0,30.194,67.9,45,53.4,2,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:01:19.999946,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:01:30Z,0,30.194,67.9,45,53.4,1,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.828125,6,44,08:16,17:35,2025-12-09 00:01:30.554993,Centro Direzionale,78.8,156.23138,73.84655,183.84338,82.66623,51.5,149.72021,64.61321,127.44927,90.509094,51.7,143.8694,90.11128,162.45633,198.77654,45.3,198.05797,185.66667,48.0
2025-12-09T00:01:41Z,0,30.195,67.9,45,53.4,2,4,15,71,0.0,0,0,0.0,2127-15-31,0.0,2.06,20.05,0.001,0.31,12.56,0,1.423828125,6,44,08:16,17:35,2025-12-09 00:01:41.109982,Centro Direzionale,79.1,165.73625,74.4295,185.48866,84.121346,51.2,156.38951,65.14947,126.98529,90.78396,51.4,152.7529,90.47025,169.44495,200.2558,45.1,200.32353,186.92647,47.8
