Date;Time;barometer;temperature;wind_speed;rain_rate;datetime;station_id
14-08-2025;18:50:00;0.6100211301219074;2.0986668793093135;0.3238364095317954;1.2;2025-08-14 18:50:00;4
14-08-2025;19:00:00;0.6123556694907737;2.0951622918522967;0.2636368831815442;0.6;2025-08-14 19:00:00;4
14-08-2025;19:10:00;0.6123556694907737;2.151235691164581;-0.11261015650752725;0.2;2025-08-14 19:10:00;4
14-08-2025;19:20:00;0.6076865907530384;2.151235691164581;0.23353712000641838;1.2;2025-08-14 19:20:00;4
14-08-2025;19:30:00;0.5991266130671848;2.1722632159066886;0.1733375936561672;1.4;2025-08-14 19:30:00;4
14-08-2025;19:40:00;0.5960138939086964;2.1862815657347587;0.2034373568312928;0.0;2025-08-14 19:40:00;4
14-08-2025;19:50:00;0.5975702534879406;2.242354965047045;0.2184872384188554;0.0;2025-08-14 19:50:00;4
14-08-2025;20:00:00;0.6006829726464317;2.2879146019882763;0.34641123191314;0.0;2025-08-14 20:00:00;4
14-08-2025;20:20:00;0.6018502423308675;2.5087036117804016;0.6398839228706155;0.2;2025-08-14 20:20:00;4
14-08-2025;20:30:00;0.6022393322256812;2.536740311436544;0.3990858174696098;0.0;2025-08-14 20:30:00;4
14-08-2025;20:40:00;0.5983484332775654;2.585804535834794;0.3689860542944838;0.0;2025-08-14 20:40:00;4
14-08-2025;20:50:00;0.5971811635931296;2.62435499786199;0.233537120006418;0.0;2025-08-14 20:50:00;4
16-08-2025;17:40:00;0.5586612640068014;2.4981898494093477;-0.12766003809509024;0.6;2025-08-16 17:40:00;4
16-08-2025;17:50:00;0.555548544848313;2.4035659880698663;-0.05241063015727604;6.0;2025-08-16 17:50:00;4
16-08-2025;18:00:00;0.5438758480039709;2.2633824897891532;0.09808818571835277;0.2;2025-08-16 18:00:00;4
16-08-2025;18:10:00;0.5454322075832151;2.2774008396172234;-0.08251039333240164;0.0;2025-08-16 18:10:00;4
16-08-2025;18:20:00;0.5430976682143462;2.3194558891014374;-0.11261015650752725;0.0;2025-08-16 18:20:00;4
16-08-2025;18:30:00;0.5446540277935904;2.340483413843545;-0.10508521571374584;0.0;2025-08-16 18:30:00;4
23-08-2025;07:20:00;0.5411522187402883;1.9830154932277253;-0.10508521571374564;1.8;2025-08-23 07:20:00;4
23-08-2025;07:30:00;0.5399849490558551;1.9619879684856179;-0.3233084987334073;1.0;2025-08-23 07:30:00;4
23-08-2025;07:40:00;0.5392067692662305;1.9760063183136884;-0.5791564857219756;0.4;2025-08-23 07:40:00;4
23-08-2025;07:50:00;0.5384285894766057;2.1652540409926524;-0.9403536438234841;0.0;2025-08-23 07:50:00;4
23-08-2025;08:00:00;0.5384285894766057;2.3545017636716157;-0.9704534069986099;0.0;2025-08-23 08:00:00;4
23-08-2025;08:10:00;0.5376504096869862;2.4771623246672396;-0.8952039990607957;0.0;2025-08-23 08:10:00;4
29-08-2025;06:50:00;0.49446143136292015;2.9607953937357028;-0.21795932762046724;0.6;2025-08-29 06:50:00;4
29-08-2025;07:00:00;0.4956287010473533;2.9222449317085055;-0.23300920920803006;1.6;2025-08-29 07:00:00;4
29-08-2025;07:10:00;0.4948505212577259;2.859162357482185;-0.3985579066712215;0.0;2025-08-29 07:10:00;4
29-08-2025;07:20:00;0.49251598188886225;2.8871990571383277;-0.3684581434960957;0.0;2025-08-29 07:20:00;4
29-08-2025;07:30:00;0.4897923526251823;2.908226581880435;-0.42113272905256566;0.0;2025-08-29 07:30:00;4
30-08-2025;00:20:00;0.4827887345185781;2.550758661264615;-0.6243061304846643;0.8;2025-08-30 00:20:00;4
30-08-2025;00:30:00;0.48084328504452023;2.536740311436544;-0.7146054200100415;0.0;2025-08-30 00:30:00;4
30-08-2025;00:40:00;0.47695238609640705;2.487676087038294;-0.75975506477273;0.0;2025-08-30 00:40:00;4
30-08-2025;00:50:00;0.47578511641197396;2.4771623246672405;-0.7823298871540744;0.0;2025-08-30 00:50:00;4
30-08-2025;01:50:00;0.4699487679898029;2.3825384633277586;-0.5565816633406315;0.2;2025-08-30 01:50:00;4
30-08-2025;02:00:00;0.4660578690416845;2.3545017636716157;-0.5942063673095387;0.6;2025-08-30 02:00:00;4
30-08-2025;02:10:00;0.46061061051432717;2.312446714187402;-0.44370755143391005;0.0;2025-08-30 02:10:00;4
30-08-2025;02:20:00;0.4582760711454609;2.305437539273367;-0.6393560120722271;0.0;2025-08-30 02:20:00;4
30-08-2025;02:30:00;0.4582760711454609;2.308942126730384;-0.6243061304846643;0.0;2025-08-30 02:30:00;4
30-08-2025;04:20:00;0.4582760711454609;1.87787786951719;1.4751523509803541;0.2;2025-08-30 04:20:00;4
30-08-2025;04:30:00;0.4683924084105534;1.77974942072069;2.1298222000393383;0.4;2025-08-30 04:30:00;4
30-08-2025;04:40:00;0.4753960265171629;1.5834925231276908;2.491019358140847;1.4;2025-08-30 04:40:00;4
30-08-2025;04:50:00;0.4777305658860265;1.4292906750189058;1.8890240946383325;0.8;2025-08-30 04:50:00;4
30-08-2025;05:00:00;0.47306148714829394;1.3241530513083706;0.6549338044581783;0.8;2025-08-30 05:00:00;4
30-08-2025;05:10:00;0.4722833073586692;1.2891071767381925;0.09808818571835277;0.0;2025-08-30 05:10:00;4
30-08-2025;05:20:00;0.479286925465276;1.2961163516522278;0.007788896192975569;0.0;2025-08-30 05:20:00;4
30-08-2025;05:30:00;0.481621464834145;1.3101347014802993;0.14323783048104138;0.0;2025-08-30 05:30:00;4
30-08-2025;06:50:00;0.49095962230961804;1.6255475726119049;-0.37598308428987726;0.4;2025-08-30 06:50:00;4
30-08-2025;07:00:00;0.48862508294074913;1.6395659224399761;-0.38350802508365867;0.2;2025-08-30 07:00:00;4
30-08-2025;07:10:00;0.484734183992636;1.660593447182083;-0.4286576698463473;0.0;2025-08-30 07:10:00;4
30-08-2025;07:20:00;0.4823996446237644;1.6746117970101555;-0.4738073146090357;0.0;2025-08-30 07:20:00;4
30-08-2025;07:30:00;0.481621464834145;1.6781163844671725;-0.5114320185779428;0.0;2025-08-30 07:30:00;4
30-08-2025;14:30:00;0.5073013978916954;2.0145567803408855;2.1298222000393383;0.4;2025-08-30 14:30:00;4
